anime_id,title,tags
3449,Nagasarete Airantou,ikuto touhohin just had a fight with his old man one that led him to make a rash decision to run away from home he boards a ship deciding to take a vacation but the ship is suddenly hit by a huge storm one that sends ikuto overboard when he regains consciousness he realizes he is still alive on some island an isolated island an isolated island with nothing but girls beautiful girls stranded on an island with only girls no electricity gas radio television like he was back in the stone age source anidb comedy ecchi fantasy romance shounen harem feel.
3450,The Disappearance of Nagato Yuki-chan,in an alternate universe shy awkward yuki nagato attempts to court her crush kyon with the help of her best friend and neighbor the perky and indomitable ryoko asakura together the trio defends their high school literature club from extermination and from the pestering of their over the top classmate tsuruya and her friend and minion mikuru source funimation edited comedy romance school sliceoflife seinen satelight
3451,The Disappearance of Nagato Yuki-chan: I Cannot Let Summer Break End,extra episode of nagato yuki chan no shoushitsu bundled with the limited edition of the th manga volume comedy sliceoflife seinen satelight
3452,A Lull in the Sea,long ago all humans lived beneath the sea however some people preferred the surface and abandoned living underwater permanently as a consequence they were stripped of their god given protection called ena which allowed them to breathe underwater over time the rift between the denizens of the sea and of the surface widened although contact between the two peoples still existed nagi no asu kara follows the story of hikari sakishima and manaka mukaido along with their childhood friends chisaki hiradaira and kaname isaki who are forced to leave the sea and attend a school on the surface there the group also meets tsumugu kihara a fellow student and fisherman who loves the sea hikari and his friends lives are bound to change as they have to deal with the deep seated hatred and discrimination between the people of sea and of the surface the storms in their personal lives as well as an impending tempest which may spell doom for all who dwell on the surface drama fantasy romance p.a.works
3453,Najica Blitz Tactics,najica hiiragi perfumer and secret agent is sent out on a number of recovery missions to round up rogue humaritts androids with combat abilities najica is assigned a humaritt partner lila whom najica is to groom as an agent and receive assistance from along the way as najica grows to accept lila each new mission they embark on reveals more and more about the capabilities and mysterious origins of the humaritts source ann action comedy ecchi sci-fi studiofantasia
3454,The Ones Within,iride akatsuki has unlocked hidden content in the game he playing nakanohito genome and it turns out that this content is a real life game he soon wakes up to find that he has been kidnapped and taken to a strange place along with a number of other teammates each of them specializes in a certain sort of game like cultivation games fighting games puzzle games etc a llama headed teacher gathers them after level is cleared to explain how the game will proceed will this group of gamers succeed and make it back to their real lives source mangahelpers comedy drama game silverlink.
3455,Naked Wolves,in the flash animated television comedy series a sumo wrestler named mikoshiarashi travels around the world to train to become the yokozuna the grand sumo champion he meets colorful characters along the way as he is determined to meet his goals action comedy kids sports katearrow
3456,A Whisker Away,miyo sasaki is an energetic high school girl who comes from a broken family consisting of her unconfident father and an overly invested stepmother whose attempts at connecting with miyo come across as bothersome seeing kento hinode as a refuge from all her personal issues she can help herself from forcing her unorthodox demonstrations of love onto her crush while miyo is unable to get kento attention as herself she manages to succeed by interacting with him in the form of a white cat affectionately nicknamed tarou by kento but miyo soon realizes that she can help kento with the various problems she overhears in her cat form and is now caught between two tough choices will she continue her relationship with him as a cat or will she reveal her identity and risk what they have in order to help him as her human self comedy drama romance school supernatural studiocolorido
3457,"Wave, Listen to Me!",restaurant worker minare koda has recently been through a bad breakup heartbroken and drunk after a night out she rants about her misery to a complete stranger kanetsugu matou a radio station director local to sapporo hokkaido the next day at work minare is shocked to hear a recording of herself from the previous night playing over the radio flustered she rushes to the radio station in a frenzy to stop the broadcast as she confronts matou a chain of events leads to her giving an impromptu talk live on air explaining her savage drunken speech with her energetic voice she delivers a smooth dialogue with no hesitation which matou recognizes as raw talent minare soon becomes a late night talk show host under matou direction covering amusing narratives set in sapporo all while balancing her day job and personal life to make ends meet comedy drama romance seinen sunrise
3458,Muromi-san,mukoujima takurou is a lonely teenager who spends his time fishing at the pier and to his incredible surprise fishes up muromi a mermaid muromi first off doesn realize she a mermaid until she meets takurou not only that she is incredibly dense and crazy and has a drinking problem to top it off now every time takurou goes fishing muromi appears and makes life interesting for him source mu comedy fantasy shounen sliceoflife tatsunokoproduction
3459,NAMUAMIDABUTSU! -UTENA-,long before superheroes there were legends one of them begins with shaka nyorai whose bravery and enlightenment once saved humanity forever but forever is fleeting because mara the personification of earthly desires forges a corrupt coalition with the devil to again visit wrath and vengeance upon humankind to counter mara cruel attack taishakuten and bonten divine beings must join forces with the thirteen buddhas can the allied powers of light defeat the vicious onslaught and save humankind in their darkest hour source sentai filmworks fantasy asahiproduction
3460,Nana (2006),nana komatsu is a helpless na ve year old who easily falls in love and becomes dependent and clingy to those around her even though she nurses ambitious dreams of removing herself from her provincial roots and finding her true calling she ends up traveling to tokyo with the humble reason of chasing her current boyfriend shouji endo nana osaki on the other hand is a proud enigmatic punk rock vocalist from a similarly rural background who nurtures the desire to become a professional singer putting her career with a fairly popular band and her passionate romance with one of its former members firmly behind her she boards the same train to tokyo as nana komatsu through a fateful encounter in their journey toward the metropolis the young women with the same given name are brought together sparking a chain of events which eventually result in them sharing an apartment as their friendship deepens the two attempt to support each other through thick and thin their deeply intertwined lives filled with romance music challenges and heartbreaks that will ultimately test their seemingly unbreakable bond comedy drama music romance shoujo sliceoflife madhouse
3461,Fastest Finger First,as soon as he entered high school the first year student koshiyama shiki was invited to the mysterious quiz study group led by his senpai what will shiki run into when being dragged along by his class mate mari into the dazzling world of competitive quizzes source comic walker game school seinen tmsentertainment
3462,Nana: Special Recaps,nana episode junko room nana episode junko room nana episode junko room comedy drama music romance shoujo sliceoflife madhouse
3463,Amazing Nurse Nanako,nanako is a an inept apprentice nurse to the brilliant young dr kouji now for some reason nanako is always being targeted by various elements which makes nanako wonder if she has done anything wrong but there are certain secrets to nanako past that only dr kouji and his family know about comedy mecha sci-fi military radix
3464,The Seven Heavenly Virtues,set in the same timeline as sin nanatsu no taizai nanatsu no bitoku follows a group of angels sent from heaven to look for a potential savior to counter attack the demonic influence being spread by lucifer and the other emissaries of hell source tokyo zerostar ecchi fantasy bridge
3465,Nanatsu no Bitoku Specials,unaired episodes included with the blu ray and dvd release of nanatsu no bitoku ecchi fantasy bridge
3466,Reign of the Seven Spellblades,in the world of magic there exist deadly irreversible techniques commonly known as spellblades these sparse and elusive spells along with their casters are shrouded in mystery and only their absolute lethality is known to the masses every year the spring blossom signifies a new intake of students to the prestigious magic school kimberly with reactions of awe and bewilderment a ceremonious parade complete with magical beasts welcomes the newcomers to the institution among them is the mysterious oliver horn whose indifference changes to fascination as he notices a peculiar figure a girl wearing strange attire equipped with a japanese sword from the entrance ceremony onward oliver realizes that not all is as it seems at kimberly as the emergence of labyrinths monsters and other threats endanger the new student body nanatsu no maken ga shihai suru explores the intertwined fates of two warriors as they uncover the dark truths that lurk within the walls of the academy action fantasy school j.c.staff
3467,The Seven Deadly Sins,in a world similar to the european middle ages the feared yet revered holy knights of britannia use immensely powerful magic to protect the region of britannia and its kingdoms however a small subset of the knights supposedly betrayed their homeland and turned their blades against their comrades in an attempt to overthrow the ruler of liones they were defeated by the holy knights but rumors continued to persist that these legendary knights called the seven deadly sins were still alive ten years later the holy knights themselves staged a coup d tat and thus became the new tyrannical rulers of the kingdom of liones based on the best selling manga series of the same name nanatsu no taizai follows the adventures of elizabeth the third princess of the kingdom of liones and her search for the seven deadly sins with their help she endeavors to not only take back her kingdom from the holy knights but to also seek justice in an unjust world action adventure ecchi fantasy magic shounen supernatural a-1pictures
3468,The Seven Deadly Sins the Movie 1: Prisoners of the Sky,in search of a mystical ingredient known as sky fish meliodas and hawk stumble upon a spring that suddenly transports them to the sky temple a breathtaking land above the clouds inhabited by beings called celestials meliodas however looks strikingly similar to a local criminal called solaad and is imprisoned and shunned as a result meanwhile the kingdom of the sky temple prepares to defend the great oshiro seal said to harbour a three thousand year old evil from the malevolent six knights of black a group of demons who seek to destroy the seal however the demon clan is successfully unleashed and terrorizes the land prompting the remaining seven deadly sins and the celestials to fight against their wicked foes the battle progresses well until one of the six knights awakens an indura of retribution an uncontrollable beast from the demon realm with its overwhelming strength and sinister power the seven deadly sins and celestial beings must now work together to defeat the creature that threatens their very existence action adventure fantasy magic shounen supernatural a-1pictures
3469,The Seven Deadly Sins the Movie 2: Cursed by Light,with the help of the dragon sin of wrath meliodas and the worst rebels in history the seven deadly sins the holy war in which four races including humans goddesses fairies and giants fought against the demons is finally over at the cost of the lion sin of pride escanor life the demon king was defeated and the world regained peace after that each of the sins take their own path the first being the boar sin of gluttony merlin who works together with king arthur aiming to create a new kingdom meliodas was traveling with princess elizabeth to a place of memories along the way by chance he reunites with his younger brother zeldris meanwhile the wedding of harlequin the bear sin of sloth and diane the serpent sin of envy was about to take place at a blessed ceremonial hall with the presence of the fox sin of greed ban and the goat sin of lust gowther as well with the advent of diane in a dress an eerie sound like the rumbling of the earth began to echo in the brilliant forest punish the seven deadly sins that ruined the holy war and those who contributed to it suddenly an army of fairies and giants rushes to the land where peace should have come leading the enemy are the once missing second fairy king dahlia and the giant master craftsman dubs what is the purpose of the strange eyed invaders everyday life is destroyed by those who desire the chaos of the world a terrifying conspiracy that threatens all races develops what is the future ahead of the battle between light and darkness can this cursed world have true peace the fate of the fragile world is entrusted again to the reunited seven deadly sins action adventure fantasy magic shounen supernatural studiodeen
3470,The Seven Deadly Sins: Grudge of Edinburgh,tristan the son of meliodas and elizabeth inherits the power of the goddess clan and can heal people wounds and injuries but he often ends up hurting others due to his inability to control his demon clan power to protect his family tristan heads to edinburgh castle and meets a host of new friends along the way action adventure fantasy supernatural alfredimageworks
3471,The Seven Deadly Sins: Revival of the Commandments,the fierce battle between meliodas the captain of the seven deadly sins and the great holy knight hendrickson has devastating consequences armed with the fragments necessary for the revival of the demon clan hendrickson breaks the seal allowing the commandments to escape all of whom are mighty warriors working directly under the demon king himself through a mysterious connection meliodas instantly identifies them likewise the commandments too seem to sense his presence as the demons leave a path of destruction in their wake the seven deadly sins must find a way to stop them before the demon clan drowns britannia in blood and terror action adventure fantasy magic shounen supernatural a-1pictures
3472,The Seven Deadly Sins: Wrath of the Gods,after saving the kingdom of liones from the commandments meliodas and the seven deadly sins are enjoying their time off however things aren as peaceful as they seem as the sins are put through various trials to become strong enough to defeat the commandments and to overcome their past trauma with help from past figures the sins are tasked with defeating the commandments and putting an end to their evil plans that began ten thousand years ago the sins begin to uncover the truth about each other as well as those who stood before them with this knowledge in hand the battle against the commandments has only just begun nanatsu no taizai kamigami no gekirin continues to follow the seven deadly sins and those that they meet on their journey through their adventures they realize that their actions have had greater consequences on the present than they could have ever expected action adventure fantasy magic shounen supernatural studiodeen
3473,The Seven Deadly Sins: Signs of Holy War,the seven deadly sins along with elizabeth liones and hawk have won the kingdom of leones back from the holy knights at long last it their time to indulge in the peaceful lives they fought for from inedible meat pies overdue battles unexpected stalkers and the butterflies of first love the sins are accompanied by their friends in their carefree fun filled time together however the calm is broken with the premonition of a new threat bringing upon the signs of holy war and threatening to shatter the peace of the sins easygoing days action adventure ecchi fantasy magic shounen supernatural a-1pictures
3474,Nanbaka,nanba is the world most formidable prison built to incarcerate criminals who are too slippery to stay in ordinary confinement the four inmates who occupy cell are particularly cunning on that behalf having escaped every other prison with a perfect success rate there is juugo a specialist in locks who has spent the majority of his life in prison uno a gambler with great intuition nico an otaku whose body reacts strangely to drugs and rock a bruiser with a love for food the daily shenanigans of the four prisoners always cause trouble for the building supervisor hajime sugoroku who desperately tries to prevent them from breaking out of nanba nanbaka follows the comedic sparkle filled exploits of these prisoners and their guards from three square meals a day to sports festivals prison life in nanba isn actually that bad and it is the closest these four have to a home action comedy drama satelight
3475,Nanbaka: Season 2,the second part of nanbaka the prisoners and their guards continue their comfortable lives at nanba prison however from the shadows emerges a new threat enki gokuu a person from samon past who has mysterious goals of his own action comedy drama satelight
3476,Nanbaka: Idiots with Student Numbers!,the official website for the nanbaka television anime announced that the nanfes event in april will screen a previously unreleased anime special action comedy school satelight
3477,Nande Koko ni Sensei ga!?,second year high school student ichirou satou has always been an average person that is until he runs into some not so average situations with his teacher kana the demon kojima kojima is satou japanese language teacher with a reputation for being so ruthless that even school delinquents bow down to her one fateful day things escalate when satou runs into kojima in the restroom leading them to share an intimate encounter that makes his imagination run wild for days after nande koko ni sensei ga follows the daily life of satou and his teacher as they continue to meet under similar conditions growing ever closer with each encounter comedy ecchi school seinen tearstudio
3478,Nande Koko ni Sensei ga!? Special,unaired episode included with the blu ray box set comedy ecchi school seinen tearstudio
3479,Nanocore 3rd Season,nanocore is a science fiction chinese cartoon in d the stage of the story is established on a fictional planet birthigin in this young planet humanity will never stop longing for a bright future despite reason and fear in revolutions and evolutions humanity keeps challenging the creator and which eventually induces contractions intensified people choose to wake up and struggle for their own ideals they end the peace and angers sweep the whole planet resulting in outbreak of the crisis known as purple fog in time of humans facing their odds of survival the plan n p led by the elite keeps frustrating until nanocore involving it brings the plan his birth as the existence that the elite thinks should lead the development of human weapons however he breaks shackles of fate and arrives at a land where faith no longer exists he learns to make choices and grows up with them and the dim future of birthigin thus begins to change source nanocore tumblr action adventure mecha sci-fi shounen coastlineanimationstudio
3480,The World of Narue,meet narue an adorable schoolgirl with a secret she really an alien with powers right out of a sci fi comic but growing up is never easy and sometimes it doesn help when you re from outer space join our spunky heroine as she faces androids alien invaders and her first date with the boy next door it the sci fi comedy that a direct hit to your heart source central park media comedy romance sci-fi studiolive
3481,Shadow Star Narutaru,during her summer holiday at her grandparents house tamai shiina a young and cheerful schoolgirl meets a strange looking creature they befriend each other and shiina names it hoshimaru the round star when shiina returns home after the summer to go back to school she starts meeting other kids that also have befriended a strange creature like hoshimaru but she soon finds out that not all these creatures and their masters are as friendly as hoshimaru drama thriller seinen planet
3482,Naruto,moments prior to naruto uzumaki birth a huge demon known as the kyuubi the nine tailed fox attacked konohagakure the hidden leaf village and wreaked havoc in order to put an end to the kyuubi rampage the leader of the village the fourth hokage sacrificed his life and sealed the monstrous beast inside the newborn naruto now naruto is a hyperactive and knuckle headed ninja still living in konohagakure shunned because of the kyuubi inside him naruto struggles to find his place in the village while his burning desire to become the hokage of konohagakure leads him not only to some great new friends but also some deadly foes action adventure comedy martialarts shounen superpower studiopierrot
3483,Naruto Movie 1: Ninja Clash in the Land of Snow,naruto uzumaki and his squadmates sasuke uchiha and sakura haruno are sent on a mission to escort a movie crew on its way to film in the land of snow they soon find out that they are accompanying a famous actress yukie fujikaze who persistently refuses to travel there making the trip far more difficult than originally intended after a surprising encounter with ninjas from the land of snow naruto discovers that there is more to yukie than meets the eye dai katsugeki yuki hime shinobu houjou dattebayo follows the group as they attempt to overcome the obstacles in the land of snow and unveil yukie true purpose there as well adventure comedy drama historical shounen supernatural studiopierrot
3484,Naruto the Movie 2: Legend of the Stone of Gelel,in a tumultuous effort the sunagakure ninjas attempt to repel an unforeseen invasion of mysterious armored warriors on the land of wind shortly afterwards the same armored troops led by temujin a skilled knight of impressive power ambush naruto uzumaki sakura haruno and shikamaru nara who are on a mission to recover a lost ferret naruto and temujin engage in a fierce fight that ends with both of them falling off a cliff taken aback by their friend sudden misfortune sakura and shikamaru witness yet another alarming development a massive moving structure appears out of nowhere ravaging any trees and rocks in its path while sakura sets off to find naruto shikamaru infiltrates the imposing fortress in hopes of learning more about the critical situation entangled in a relentless conflict the konohagakure ninjas join forces with their sunagakure counterparts to defeat the common enemy however amidst the turmoil a clash between two different visions of an ideal world emerges adventure comedy drama fantasy shounen supernatural studiopierrot
3485,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,led by kakashi hatake naruto uzumaki sakura haruno and rock lee are tasked to escort the extravagant prince michiru tsuki and his spoiled son hikaru to the prosperous land of moon when the two return from a long trip around the world as if guarding two whimsical high ranked individuals was not challenging enough the prince reckless decision to acquire an entire circus during their journey mainly to entertain hikaru wish of owning the saber toothed tiger featured in the show further propels the mission into disarray just as things are finally settling down the arrival of michiru convoy at the land of moon is met with an unforeseen crisis the greedy chief minister shabadaba has taken over the country with the assistance of mysterious powerful ninjas while kakashi team relentlessly fights the enemy by any means necessary the two princes are forced to confront a new outlook on life through adversity action adventure studiopierrot
3486,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,a contest is made by the fifth hokage called jonin vs genin the point is to collect crystals for points with the higher ranked chunin and jonin holding crystals worth more points the genin have blue crystals while the chunin and jonin have red crystals the video shows various fights between the genin and jonin which each instance ending in the jonin unknowingly losing their crystal or discarding it source wikipedia adventure comedy game shounen studiopierrot
3487,NARUTO Spin-Off: Rock Lee & His Ninja Pals,welcome to the hidden leaf village the village where uzumaki naruto star of the tv show naruto makes his home every day countless powerful ninjas carry out missions and train to hone their skills our main character is one of these powerful ninjas but it not naruto it the ninja who can use ninjutsu rock lee in spite of his handicap lee has big dreams he works hard every day to perfect his hand to hand combat skills and become a splendid ninja and to achieve his dream he puts in more effort than anyone else under the hot blooded tutelage of his teacher guy he works alongside his teammates tenten and neji watch the beautiful green beast rock lee train go on missions and have all sorts of adventures source crunchyroll action comedy parody studiopierrot
3488,"Naruto OVA5: Naruto, The Genie, and The Three Wishes!!",naruto discovers a genie bottle while he and the gang are at a genin grill party when everyone finds out about the genie ability to grant wishes the ultimate chase begins source anidb action comedy martialarts shounen superpower studiopierrot
3489,Naruto: Find the Crimson Four-leaf Clover!,the grandson of the rd hokage konohamaru finally has a crush on a girl but he has a big problem she is soon to be moving away from the hidden leaf village konohamaru trying to make her stay seeks out the legendary crimson four leaf clover which is rumored to grant one wish source ann adventure comedy shounen studiopierrot
3490,Naruto OVA3: Hidden Leaf Village Grand Sports Festival,the genin of konoha are having a sports day filled with races obstacle courses and of course the relay and the prize is a paid vacation for the winner unfortunately naruto and his stomach are getting him into trouble again action comedy fantasy martialarts shounen sports studiopierrot
3491,Naruto OVA7: Chunin Exam on Fire! and Naruto vs. Konohamaru!,naruto faces off against his old pupil konohamaru in a tournament during the chuunin entrance exams action adventure martialarts shounen superpower studiopierrot
3492,Naruto: Shippuden,it has been two and a half years since naruto uzumaki left konohagakure the hidden leaf village for intense training following events which fueled his desire to be stronger now akatsuki the mysterious organization of elite rogue ninja is closing in on their grand plan which may threaten the safety of the entire shinobi world although naruto is older and sinister events loom on the horizon he has changed little in personality still rambunctious and childish though he is now far more confident and possesses an even greater determination to protect his friends and home come whatever may naruto will carry on with the fight for what is important to him even at the expense of his own body in the continuation of the saga about the boy who wishes to become hokage action adventure comedy martialarts shounen superpower studiopierrot
3493,Naruto OVA9: Sunny Side Battle,a comedy filled filler with a plot revolving around the two uchiha brothers mangekyo sharingan chickens and fried eggs action comedy martialarts shounen superpower studiopierrot
3494,Naruto: Shippuden the Movie,a group of ninja is planning to revive a powerful demon and once its spirit is reunited with its body the world will be destroyed the only way to prevent this from happening is for shion a shrine maiden to seal it away for good naruto uzumaki is tasked to guard her but one thing stops shion from accepting his help she also has the ability to predict death and she has foreseen his demise approaching soon in order to escape his fate naruto must stay away from shion however undeterred he chooses to challenge the prophecy in order to protect shion and the world action adventure comedy fantasy shounen studiopierrot
3495,Naruto: Shippuden the Movie 2 -Bonds-,unleashing a devastating surprise attack flying ninjas from the land of sky are seeking revenge against their old enemy konohagakure despite his eagerness to join the fight naruto uzumaki is held up by shinnou a mysterious doctor who requires his assistance to save an injured person while delivering the wounded man to the hospital naruto has an unexpected encounter with amaru a stormy youngster from a neighboring village desperately looking for shinnou help meanwhile as the invaders withdraw to restore their forces tsunade seizes the opportunity to dispatch a small team including sai shikamaru nara and kakashi hatake to strike down their base simultaneously she commissions naruto sakura haruno and hinata hyuuga to accompany shinnou and amaru on their journey during this time however orochimaru has his own schemes he orders sasuke uchiha to bring him the doctor who specializes in the reincarnation technique as the escort group accidentally uncovers the sinister truth behind the attacks tumultuous plans are set in motion but even when confronted with an unforeseen reunion naruto does not waver in his endeavor to end the warfare and its disastrous effects action martialarts shounen supernatural studiopierrot
3496,Naruto Shippuuden Movie 3: Inheritors of Will of Fire,after being sent to investigate the alarming disappearance of four bloodline limit wielding ninjas from different countries kakashi hatake naruto uzumaki sakura haruno and sai successfully discover their whereabouts and inform the hokage unexpectedly tsunade further arrangements fall apart when hiruko the mastermind behind the incident and also a former konohagakure ninja obsessed with power appears to announce that he has absorbed the missing ninjas unique abilities on the verge of becoming invincible he seeks one more bloodline limit before starting an all out war to take over the world as konohagakure past connections with hiruko raise suspicions among the nations about its involvement in the affair tsunade receives an ultimatum to solve the crisis left with no other choice she decides to follow kakashi lead after he presents a daring yet salutary scheme a proposal that could send him to certain death however naruto opposes such a plan despite the hokage decision he is determined to save his teacher life even if it means fighting friend and foe alike action comedy martialarts shounen superpower studiopierrot
3497,Naruto: Shippuuden Movie 4 - The Lost Tower,led by yamato naruto uzumaki sakura haruno and sai are assigned to capture mukade a rogue ninja who is pursuing the ancient chakra ryuumyaku located underneath the rouran ruins while the ryuumyaku has been sealed by the fourth hokage the group fails to prevent mukade from releasing its power consequently a strong energy burst engulfs both naruto and yamato before they can escape as he awakens in a magnificent yet hostile kingdom naruto meets its young queen saara and three konohagakure ninjas on a top secret mission they reveal to him that he has time traveled to rouran years into the past to make matters worse mukade has already infiltrated the royal court becoming the naive queen most trusted minister under the alias anrokuzan joining forces with the three ninjas naruto must protect saara life without fail to stop the villain plans and return to the present action comedy martialarts shounen superpower studiopierrot
3498,Naruto: Shippuuden Movie 5 - Blood Prison,after being captured for attempting to assassinate the leader of kumogakure the raikage and killing jounin from kirigakure and iwagakure naruto is imprisoned in houzukijou a criminal containment facility also known as the blood prison the master of the castle mui uses the ultimate imprisonment jutsu to steal power from the prisoners in this place something is aiming for naruto life the battle to prove his innocence and uncover the truth has begun for naruto and his friends source animeavenue action adventure mystery martialarts shounen superpower studiopierrot
3499,Naruto: Shippuuden Movie 6: Road to Ninja,returning home to konohagakure the young ninja celebrate defeating a group of supposed akatsuki members naruto uzumaki and sakura haruno however feel differently naruto is jealous of his comrades congratulatory families wishing for the presence of his own parents sakura on the other hand is angry at her embarrassing parents and wishes for no parents at all the two clash over their opposing ideals but are faced with a more pressing matter when the masked madara uchiha suddenly appears and transports them to an alternate world in this world sakura parents are considered heroes for they gave their lives to protect konohagakure from the nine tailed fox attack years ago consequently naruto parents minato namikaze and kushina uzumaki are alive and well unable to return home or find the masked madara naruto and sakura stay in this new world and enjoy the changes they have always longed for all seems well for the two ninja until an unexpected threat emerges that pushes naruto and sakura to not only fight for the konohagakure of the alternate world but also to find a way back to their own action adventure martialarts shounen superpower studiopierrot
3500,Naruto OVA2: The Lost Story - Mission: Protect the Waterfall Village,a routine rank c mission turned into a full blown battle as the hidden fall village is attacked by enemy ninjas now naruto sasuke and sakura must help the leader of the hidden fall shibuki protect his village and show him what being a hero is all about source ann action adventure comedy shounen superpower studiopierrot
3501,Naruto: The Cross Roads,this year is the th anniversary of naruto serialization start this work will feature an episode with team kakashi from naruto youth era it will be surprisingly different from the tv series don miss it action adventure comedy shounen studiopierrot
3502,"The Tunnel to Summer, the Exit of Goodbye",kaoru tono heard a rumor the laws of space and time mean nothing to the urashima tunnel if you find it walk through and you ll find your heart desire on the other side in exchange for years of your own life one night kaoru just so happens to find himself standing in front of a tunnel that looks suspiciously like the one the rumor describes he finds himself thinking of karen the sister he lost in an accident five years ago to kaoru surprise he been followed by the new transfer student anzu hanashiro who promises to help him experiment with the mysterious tunnel but what does she want from kaoru in exchange and what will he have left to give after the tunnel done with him mystery drama sci-fi clap
3503,Natsu no Arashi!,thirteen year old yasaka is a boy staying at his grandfather house during his summer vacation one day he entered a store and met arashi a beautiful sixteen year old girl working there after trying to protect her from a man who claims to have been hired by her family to take her back by force yasaka ran away with her and now she stays at his grandpa place with him it didn take much time for yasaka to figure out that his new friend is far from an ordinary girl as she possesses mysterious powers the plot thickens when he finds a sixty year old picture of arashi and another girl named kaja and to the surprise of all kaja suddenly appears and just like arashi her appearance hasn changed at all since then source wikipedia comedy romance supernatural shaft
3504,Summer Storm! Open for Business,the summer of a man boyhood memories continue still on the cusp between childhood and being a man he has linked with the ghost of a young woman from the world war era she and the ghosts of other young ladies from that time continue adventures alongside their linked partners learning more about each other and travelling through time via their supernatural connection while he struggles to see his crush on her come to fruition meanwhile his friend a girl his age pretending to be a boy seeks his attention as well source ann comedy romance supernatural shaft
3505,Natsu-iro Kiseki,yuka rinko saki and natsumi are childhood friends and classmates nearing the end of their second year of middle school and eagerly awaiting their summer break unfortunately it a bittersweet time for this close knit group as saki is transferring to another school the girls are determined to keep the spirit of their friendship alive even if only for this summer they reminisce about a large stone the four of them used to visit tucked away in an old shinto shrine and the belief that if four friends gathered around it and made a single wish it would come true now much to their surprise they discover that old folktale is true natsu iro kiseki follows the magical events the girls go through during this last summer they ll all spend together as friendships get tested and fantasies are fulfilled the four classmates will end up learning a great deal about themselves and each other on the path to forging a summer that they ll never forget school sliceoflife supernatural sunrise
3506,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,a seven minute epilogue to the tv series released as an ova sliceoflife sunrise
3507,Natsume's Book of Friends,while most fifteen year old boys in one way or another harbor secrets that are related to girls takashi natsume has a peculiar and terrifying secret involving youkai for as long as he can remember he has been constantly chased by these spirits natsume soon discovers that his deceased grandmother reiko had passed on to him the yuujinchou or book of friends which contains the names of the spirits whom she brought under her control now in natsume possession the book gives reiko grandson this power as well which is why these enraged beings now haunt him in hopes of somehow attaining their freedom without parents and a loving home and constantly being hunted by hostile merciless youkai natsume is looking for solace a place where he belongs however his only companion is a self proclaimed bodyguard named madara fondly referred to as nyanko sensei madara is a mysterious pint sized feline spirit who has his own reasons for sticking with the boy based on the critically acclaimed manga by yuki midorikawa natsume yuujinchou is an unconventional and supernatural slice of life series that follows natsume as he with his infamous protector madara endeavors to free the spirits bound by his grandmother contract demons drama shoujo sliceoflife supernatural brain'sbase
3508,Natsume's Book of Friends Season 5,season of natsume yuujinchou demons drama shoujo sliceoflife supernatural shuka
3509,Natsume Yujin-cho the Movie: Ephemeral Bond,takashi natsume and his spirit companion madara nicknamed nyanko continue returning the names of spirits from the book of friends given by his late grandmother reiko natsume on his way back from school one day takashi encounters a lurking spirit named monmonbou who recalls memories of takashi grandmother after hearing his name takashi natural curiosity leads him to explore a mysterious town where his grandmother used to live befriending her old acquaintance yorie tsumura and yorie son mukuo takashi unveils more of his grandmother past in the meantime nyanko detours for food and stumbles upon a suspicious spirit seed which miraculously sprouts into a fruit tree overnight giving in to temptation nyanko consumes the fruit splitting him into three seeking a solution to nyanko predicament takashi and his friends lend a hand unexpectedly uncovering more secrets the town holds in the process demons drama shoujo sliceoflife supernatural shuka
3510,Natsume's Book of Friends Season 6,takashi natsume has grown accustomed to his encounters with youkai through the book of friends which contains the names of youkai whom his grandmother reiko natsume has sealed in contracts these encounters allow natsume to better understand the youkai reiko and himself the book of friends is a powerful tool that can be used to control youkai it is sought after by both youkai and exorcists alike natsume just wants to live out his daily life in peace but is constantly disrupted by these experiences if he is to end this torment natsume must explore more about the book and the world of exorcism as well as begin to open his heart to those who can help him demons drama shoujo sliceoflife supernatural shuka
3511,Natsume's Book of Friends Season 3,natsume yuujinchou san follows takashi natsume a boy who is able to see youkai natsume and his bodyguard madara nicknamed nyanko sensei continue on their quest to release youkai from their contracts in the book of friends natsume comes to terms with his ability to see youkai and stops thinking of it as a curse as he spends more time with his human and youkai friends he realizes how much he values them both and decides he doesn have to choose between the spirit and human worlds to be happy demons drama shoujo sliceoflife supernatural brain'sbase
